Glaze name,Cone,Color,Testing,Surface,Firing,Transparency,Recipe1,Recipe2,Recipe3,Recipe4,Recipe5,Recipe6,Recipe7,Recipe8,Recipe9,Recipe10,Recipe11,Recipe12,Recipe13,Recipe14
Pink Bubblegum no GB,04,pink,Tested,Semi-gloss,Oxidation,Translucent,Feldspar	38.80,Wollastonite	17.50,Zinc oxide	7.80,Strontium carbonate	4.80,Kaolin - theoretical	4.40,Frit 3185	25.00,,,,,,,,
Pink Flash-o,04,grey-green w/pink flashing,Tested,Satin matt,,Opaque,Gerstley borate	38.00,Lithium carbonate	10.00,Nepheline syenite	5.00,EPK	5.00,Flint	42.00,Bentonite	1.00,Rutile	3.00,Tin oxide	10.00,,,,,,
Pink Flash-o no GB,04,Pink,Untested,Waxy,Oxidation,Opaque,Lithium carbonate	10.00,Wollastonite	22.90,Feldspar	7.50,Kaolin - theoretical	4.90,Silica	19.30,Frit 3185	35.60,Tin oxide	5.00,Rutile	4.00,,,,,,
Plum John's Revised,04,Purple,Tested,Gloss,Oxidation,,Gerstley borate	10.00,Frit 3110	63.00,Frit 3134	9.00,Kaolin	7.00,Flint	11.00,Cobalt oxide	0.30,Manganese carbonate	2.00,,,,,,,
Pumpkin,04-03,Orange,,Gloss,Oxidation,Transparent,Gillespie borate	53.00,Ball clay	25.00,Nepheline syenite	25.00,,,,,,,,,,,
Pumpkin no GB,04-03,Orange,,Gloss,Oxidation,Transparent,Dolomite	9.90,Whiting	7.40,Strontium carbonate	0.30,Nepheline syenite	19.70,Frit 3195	54.50,Bentonite	2.00,,,,,,,,
Purple Aqua Lana Wilson,06,purple to aqua,,Matt,Oxidation,Opaque,Barium carbonate	45.00,Nepheline syenite	45.00,Frit 3289	4.00,Bentonite	2.00,Copper carbonate	4.00,,,,,,,,,
Purple Glamorama,04,Purple,Tested,Semi-gloss,Oxidation,Semi-opaque,Silica	15.00,EPK	5.00,Talc theoretical	5.00,Whiting	5.00,Gerstley borate	10.00,Frit 3124	45.00,Nepheline syenite	15.00,Cobalt oxide	1.00,,,,,,
Purple Glamorama no GB,04,Purple,Tested,Semi-gloss,Oxidation,Semi-opaque,Silica	19.70,Kaolin - theoretical	19.00,Dolomite	7.10,Wollastonite	2.10,Frit 3134	42.50,Nepheline syenite	9.60,Cobalt oxide	1.00,,,,,,,
Purple Pagan,04-03,Purple,,Satin matt,Oxidation,Opaque,Barium carbonate	30.20,Lithium carbonate	2.40,Zinc oxide	5.40,Whiting	9.50,Feldspar	36.20,Silica	16.30,Nickel oxide	3.00,,,,,,,
Razzle Dazzle Phil's,08-06,,,,Raku,Opaque,Gerstley borate	46.50,Borax	46.50,Ball clay	7.00,Red iron oxide	9.20,Black copper oxide	4.80,,,,,,,,,
Red Orange Pb010,010 - 08,Laquer Red,Untested,,Oxidation,,White lead	76.00,Lithium carbonate	4.00,Flint	16.00,EPK	4.00,Chrome oxide	3.00,Tin oxide	6.00,,,,,,,,
Root Beer Sparkle,04,Brown,,Gloss,Oxidation,Translucent,Frit 3819	90.00,Whiting	10.00,Red iron oxide	24.00,Bentonite	1.00,,,,,,,,,,
Rosie's Base,04,,,semi gloss,,,Plastic vitrox	40.00,Gerstley borate	50.00,Silica	10.00,,,,,,,,,,,
Rosie's base 04,04,,Untested,shiny glossy,Ox. or Red.,,Plastic vitrox	40.00,Gerstley borate	50.00,Flint	10.00,Bentonite	2.00,,,,,,,,,,
Rosie's Satin black 04,04-03,Black,,Waxy,Oxidation,Opaque,pv clay	40.00,Gerstley borate	50.00,Flint	10.00,,,,,,,,,,,
Satin,04,,,Satin matt,Oxidation,,Frit 3124	39.00,Frit 3195	39.00,Talc	10.00,EPK	8.00,Flint	4.00,,,,,,,,,
Satin  1,02,,Untested,Satin,Ox or Red,,Barium carbonate	13.60,Gerstley borate	19.40,Custer spar	38.80,Whiting	11.70,Zinc oxide	3.90,Flint	9.70,Bentonite	2.90,,,,,,,
Satin 1 c04,04-03,,Untested,Satin matt,Oxidation,,Frit 3124	45.00,Colemanite	10.00,Whiting	5.00,Flint	15.00,EPK	5.00,Nepheline syenite	15.00,Talc	5.00,,,,,,,
Satin Clear Heather's no GB,04-03,Clear,,Satin matt,Oxidation,Transparent,Frit 3124	25.00,Laguna borate	25.00,EPK	20.00,Flint	10.00,Whiting	10.00,Talc	10.00,,,,,,,,
Satin Clear Heather's no GB recalc,04-03,Clear,Untested,Satin matt,Oxidation,Transparent,Frit 3195	44.80,Dolomite	16.40,Whiting	8.40,Kaolin - theoretical	15.00,Silica	12.70,Custer feldspar	3.30,,,,,,,,
Satin Clear Parson's,04-03,White,,Satin matt,Oxidation,Translucent,Flint	42.00,Gerstley borate	48.00,Nepheline syenite	5.00,Lithium carbonate	10.00,EPK	5.00,Bentonite	2.00,,,,,,,,
Satin Clear Pinnell Best,04-03,Clear,,Satin matt,Oxidation,Transparent,Spodumene	50.00,Gerstley borate	30.00,Flint	20.00,,,,,,,,,,,
Satin Clear Pinnell Best test question,04-03,Clear,,Satin matt,Oxidation,Transparent,Gerstley borate	27.00,Lithium carbonate	8.00,Silica	32.00,Kaolin - theoretical	33.00,,,,,,,,,,
Satin Cloudy,04,,Untested,Satin,Oxidation,,Nepheline syenite	36.60,Frit 3134	54.50,Whiting	7.00,Bentonite	2.00,,,,,,,,,,
Satin Heather's no GB,03,White,Tested,Waxy,Oxidation,Translucent,Frit 3195	44.80,Dolomite	16.40,Whiting	8.40,EPK	15.00,Silica	12.70,Custer feldspar	3.30,Bentonite	2.00,,,,,,,
Satin Matt,06 - 04,,,matt,,,Gerstley borate	11.20,Dolomite	11.20,Whiting	13.70,Zinc oxide	0.30,Nepheline syenite	41.40,EPK	6.00,Silica	16.30,,,,,,,
Satin Matt,04-03,Clear,,Satin matt,Oxidation,Translucent,Gerstley borate	38.00,Lithium carbonate	10.00,Nepheline syenite	5.00,EPK	5.00,Flint	42.00,,,,,,,,,
Satin Matt 1,06 - 04,,Untested,matt,Ox. or Red.,,Gerstley borate	11.20,Dolomite	11.20,Whiting	13.70,Zinc oxide	0.30,Nepheline syenite	41.40,EPK	6.00,Silica	16.20,,,,,,,
Satin Matt Black Paul's Low Fire,06 - 03,black,Untested,matt,oxidation,,Potash feldspar	15.80,Dolomite	10.50,Gerstley borate	26.30,Silica	10.50,Barnard clay	36.80,Cobalt oxide	2.10,Copper oxide	11.60,,,,,,,
Satin Matt Johnson,04,,,Satin matt,Oxidation,Semi-opaque,Frit 3124	45.00,Gerstley borate	10.00,Whiting	5.00,Flint	15.00,EPK	5.00,Nepheline syenite	15.00,Talc	5.00,,,,,,,
Satin Matt Johnson Revised,04,Clear,,Satin matt,Oxidation,Translucent,Frit 3124	72.70,EPK	13.60,Talc	13.60,,,,,,,,,,,
Satin Matt Leadless G3023,04,Gray,,Satin matt,Oxidation,Opaque,Flint	42.00,Kaolin	22.00,Lithium carbonate	10.00,Zinc oxide	10.00,Whiting	10.00,Barium carbonate	6.00,,,,,,,,
Satin Matt Lynn's,04-03,Clear,,Satin matt,Oxidation,Translucent,Gerstley borate	38.00,Lithium carbonate	10.00,Nepheline syenite	5.00,EPK	5.00,Flint	42.00,,,,,,,,,
Satin Matt Lynn's Recalc,04-03,Clear,,Satin matt,Oxidation,Translucent,Dolomite	4.50,Magnesium carbonate	0.80,Lithium carbonate	10.00,EPK	12.00,Silica	30.00,Frit 3134	35.00,,,,,,,,
Satin Parson's Clear,06,Clear,,Satin matt,Oxidation,Transparent,Flint	42.00,Gerstley borate	38.00,Nepheline syenite	5.00,Lithium carbonate	10.00,EPK	5.00,,,,,,,,,
Satin Parson's Clear Revised,06,Clear,,Satin matt,Oxidation,Transparent,Silica	26.10,Gerstley borate	37.40,Lithium carbonate	3.60,Nepheline syenite	21.30,Spodumene - theoretical	11.70,Bentonite	0.80,,,,,,,,
Satin Pete's Best,04,Clear,,Satin matt,Oxidation,Transparent,Gerstley borate	27.00,Lithium carbonate	8.00,Silica	32.00,Kaolin	33.00,,,,,,,,,,
Satin Smooth,04,,,Satin matt,Oxidation,,Frit 3292	80.00,Whiting	10.00,Flint	5.00,EPK	5.00,,,,,,,,,,
Satin Soft,04,,,Satin matt,Oxidation,,Frit 3124	48.00,Frit 3110	20.00,Zinc oxide	12.00,EPK	10.00,Whiting	10.00,,,,,,,,,
Satin Stone V.C.,04,White,Untested,Satin  Matt,Oxidation,Translucent,Frit 3124	45.00,Gerstley borate	10.00,Nepheline syenite	15.00,Talc	5.00,Whiting	5.00,Flint	15.00,EPK	5.00,,,,,,,
Satin Translucent Pb,04,,Untested,Satin,Oxidation,,Lithium carbonate	19.80,Lead bisilicate	27.30,Bone ash	8.20,Kona F-4 spar	6.90,EPK	11.70,Flint	26.20,Ultrox	7.20,Bentonite	2.00,,,,,,
Satin Transparent,04,,Untested,Satin matt,Oxidation,Transparent,Frit 3124	52.50,Kona F-4 spar	14.90,Colemanite	16.80,Whiting	3.00,Kaolin	2.00,Flint	10.90,,,,,,,,
Satin Transparent recalc,04,,Untested,Satin matt,Oxidation,Transparent,Frit 3134	68.30,Whiting	0.30,Kaolin - theoretical	23.40,Silica	8.10,,,,,,,,,,
semi matte Akaline,06,Clear,,Satin matt,Oxidation,Transparent,Colemanite	38.00,Lithium carbonate	10.00,Nepheline syenite	5.00,Kaolin	5.00,Silica	42.00,,,,,,,,,
Semi-Opaque Carlton Ball 04,04-03,White,untested,Semi-gloss,Oxidation,Translucent,Feldspar	33.20,Gerstley borate	22.00,Zinc oxide	6.70,Barium carbonate	5.50,Kaolin	3.90,Flint	26.80,Whiting	1.00,,,,,,,
Skin Glaze Tom Bartel #5,06-03,,,,Oxidation,,Gerstley borate	37.50,Wollastonite	62.50,,,,,,,,,,,,
Skin Glaze Tom Bartel #6,06-03,,,,Oxidation,Translucent,Gerstley borate	42.00,Wollastonite	53.00,Silica	5.00,,,,,,,,,,,
Skin Glaze Tom Bartel #7,06-03,,,,Oxidation,Translucent,Gerstley borate	33.00,Wollastonite	56.00,Ball clay	11.00,,,,,,,,,,,
Skin Glaze Tom Bartel #8,06-03,,,,Oxidation,Translucent,Gerstley borate	38.00,Wollastonite	48.00,Ball clay	14.00,,,,,,,,,,,
Slip Andrea Gill's,04,White,,Unglazed,Ox. or Red.,Opaque,Kaolin	29.00,Ball clay	29.00,Frit 3124	18.00,Talc	12.00,Flint	12.00,Zircopax Plus	6.00,,,,,,,,
Slip Andrea's Bisque,04,Opaque White,Untested,Slip or Engobe,Ox. or Red.,,Georgia kaolin	11.00,EPK	6.00,Calcined kaolin	17.00,Talc	11.00,Frit 3124	28.00,Flint	22.00,Soda ash	5.00,Zircopax	10.00,Bentonite	2.00,,,,,
Slip Base for Leatherhard Application,06 - 03,Opaque White,Untested,Slip or Engobe,Ox. or Red.,,OM-4 Ball clay	40.00,EPK	20.00,Neph Sy	15.00,Talc theoretical	15.00,Frit 3124	10.00,,,,,,,,,
Slip basic,04,,,,Oxidation,,Kaolin	25.00,Ball clay	25.00,Frit 3195	15.00,Talc theoretical	5.00,Flint	20.00,Zircopax Plus	5.00,,,,,,,,
Slip Betty's Bisque,04-01,White,,Unglazed,Oxidation,Opaque,Silica	40.00,Nepheline syenite	26.70,Ball clay	26.70,Frit 3195	6.70,Ultrox	7.00,,,,,,,,,
Slip Bill Abright,04-08,,,,Oxidation,,Nepheline syenite	25.00,Flint	25.00,EPK	25.00,Kentucky OM #4	25.00,,,,,,,,,,
Slip Bisque,06-04,,,Unglazed,Oxidation,Opaque,Kaolin	32.90,Cornwall Stone	32.90,Ball clay	13.20,Flint	19.70,Soda ash	1.30,,,,,,,,,
Slip Bisque Reformulated,06-04,,,Unglazed,Oxidation,Opaque,Kaolin - theoretical	30.20,Ball clay	16.10,Nepheline syenite	21.80,Flint	30.70,Whiting	1.10,,,,,,,,,
Slip Black,04-9,Black,,Unglazed,Ox. or Red.,Opaque,Redart	100.00,Copper carbonate	6.25,Manganese dioxide	3.75,Cobalt carbonate	6.25,,,,,,,,,,
Slip Black Archie Bray,04,,,,Oxidation,,Redart	50.00,Ball clay	25.00,Manganese dioxide	15.00,Black iron oxide	5.00,,,,,,,,,,
Slip Bringle,06-10,,,Unglazed,Ox. or Red.,Opaque,EPK	20.00,Kentucky OM #4	20.00,Nepheline syenite	25.00,Flint	30.00,Borax	5.00,,,,,,,,,
Slip Crackle,04,White,,Unglazed,Oxidation,Opaque,EPK	20.20,Ball clay	16.80,Frit 3124	29.40,Gerstley borate	12.60,Zinc oxide	4.20,Bentonite	16.80,Zircopax	2.50,,,,,,,
Slip Earthenware,04-03,White,,Unglazed,Ox. or Red.,Opaque,EPK	55.00,Ball clay	15.00,Flint	10.00,Feldspar	10.00,Zircopax	10.00,,,,,,,,,
Slip J. Hagerty Crawling,06 - 04,,,Unglazed,,Opaque,Ferro frit 3269	25.00,Barium carbonate	10.00,Nepheline syenite	25.00,Magnesium carbonate	25.00,EPK	10.00,Zinc oxide	5.00,,,,,,,,
Slip J. Hagerty Crawling,04 - 06,,Untested,slip or engobe texture,Ox. or Red.,,Ferro frit 3269	25.00,Barium carbonate	10.00,Nepheline syenite	25.00,Magnesium carbonate	25.00,EPK	10.00,Zinc oxide	5.00,,,,,,,,
Slip John Frantz,04,White,,Unglazed,Oxidation,Opaque,Ball clay	35.00,Grolleg	15.00,Frit 3124	10.00,Flint	20.00,Gerstley borate	5.00,Talc	5.00,Tin oxide	5.00,Zircopax	10.00,,,,,,
Slip M.J. Bole White,04-11,White,,,Oxidation,Opaque,EPK	55.00,Nepheline syenite	20.00,Flint	20.00,Ball clay	5.00,Bentonite	2.00,,,,,,,,,
Slip Mills Earthenware Bisque,06 - 04,white as base,,slip or engobe,Ox. or Red.,Opaque,Ball clay	14.00,China clay	14.00,Calcined kaolin	20.00,Ferro frit 3124	18.00,Talc	14.00,Flint	20.00,Zirconium silicate	4.80,,,,,,,
Slip Pete's White Lowfire,04-03,White,,,Ox. or Red.,Opaque,Ball clay	40.00,Talc	40.00,Flint	10.00,Nepheline syenite	10.00,,,,,,,,,,
slip Quackenbush,04-03,White,Untested,unglazed,Oxidation,Opaque,EPK	30.00,Kentucky OM #4	30.00,Frit 3124	20.00,Talc	5.00,Silica	10.00,Zircopax	10.00,,,,,,,,
Slip Red Pleather Engobe Tom Bartel,02,Red rust iron,,Unglazed,Oxidation,Opaque,Gerstley borate	20.00,Redart	80.00,,,,,,,,,,,,
Slip RISD White Horie,04,White,,unglazed,Oxidation,Opaque,Kentucky OM #4	40.00,EPK	20.00,Nepheline syenite	15.00,Talc theoretical	15.00,Frit 3124	10.00,,,,,,,,,
Slip Robin Hopper's,04 - 12,off white,Untested,Slip or Engobe,Ox. or Red.,,Ball clay	75.00,Kaolin	10.00,Flint	10.00,Feldspar	5.00,,,,,,,,,,
Slip Scott Hardwig,04,,,,Oxidation,,EPK	25.00,Kentucky OM #4	25.00,Flint	20.00,Talc theoretical	5.00,Zircopax Plus	5.00,,,,,,,,,
Slip ST26 Charlie Cummings 1-3,1-3,,,,Oxidation,,Tile 6 clay	26.02,Tennessee #10	26.02,Nepheline syenite	20.85,Flint	27.11,,,,,,,,,,
Slip White Base,04 - 6,base slip,Untested,slip or engobe,Ox. or Red.,,Ball clay	40.00,EPK	20.00,neph sy	15.00,Talc	15.00,Flint	10.00,,,,,,,,,
Slip White Rascalware,04,White,,Unglazed,Oxidation,Opaque,EPK	25.00,Calcined kaolin	30.00,Frit 3110	20.00,Nepheline syenite	15.00,Whiting	5.00,Talc theoretical	5.00,Tin oxide	5.00,,,,,,,
snow base,05,White,Tested,Waxy,Oxidation,Opaque,Zinc oxide	13.30,Barium carbonate	36.80,Lithium carbonate	8.80,EPK	14.50,Flint	26.60,,,,,,,,,
snow base shaffer,05,White,Tested,Waxy,Oxidation,Opaque,Zinc oxide	12.10,Barium carbonate	42.40,Lithium carbonate	8.00,EPK	13.10,Silica	24.40,,,,,,,,,
snow base shaffer Var 2,05,White,Tested,Waxy,Oxidation,Opaque,Zinc oxide	11.80,Barium carbonate	41.40,Lithium carbonate	10.20,EPK	12.70,Silica	23.90,,,,,,,,,
snow base shaffer var1,05,White,Tested,Waxy,Oxidation,Opaque,Zinc oxide	12.50,Barium carbonate	43.60,Lithium carbonate	5.40,EPK	13.30,Silica	25.20,,,,,,,,,
snow base shaffer var1,05,White,Tested,Waxy,Oxidation,Opaque,Zinc oxide	12.50,Barium carbonate	43.60,Lithium carbonate	5.40,EPK	13.30,Silica	25.20,,,,,,,,,
Soft Matt V.C.,04,White,Untested,Matt,Oxidation,,Frit 3124	48.00,Frit 3110	20.00,Zinc oxide	12.00,EPK	10.00,Whiting	10.00,,,,,,,,,
Stoneware Glaze,04-03,,,,Oxidation,Opaque,Lithium carbonate	11.30,Whiting	10.90,Strontium carbonate	6.50,Zinc oxide	24.70,EPK	46.60,,,,,,,,,
Stony Arleo Revised - frosty and twinkly,04-03,,,Matt,Oxidation,,Lithium carbonate	15.00,EPK	22.00,Silica	45.00,Frit 3110	12.00,Gillespie borate	18.00,Bentonite	3.00,,,,,,,,
Stratton Grueby Pb 04,04,Various,Untested,Satin Matt,Oxidation,,White lead	35.70,Whiting	21.40,Custer spar	17.90,Kaolin	8.90,Ball clay	8.90,Flint	7.10,,,,,,,,
Suede June's Blue c011,011,Blue,Untested,Lichen,Oxidation,Opaque,Ferro frit 3110	37.10,Nepheline syenite	30.90,Barium carbonate	9.30,EPK	14.40,Cornwall Stone	8.20,Copper carbonate	8.20,,,,,,,,
Superstition,06-04,,,,Oxidation,Opaque,Lithium carbonate27.30,Gerstley borate36.40,Talc	27.30,Nepheline syenite	9.10,Copper carbonate2.70,Cobalt oxide0.50,,,,,,,,
Superstition less Li,06-04,Blue-green,,Matt,Oxidation,Opaque,Lithium carbonate	21.10,Gerstley borate	34.50,Dolomite	7.20,Magnesium carbonate	14.10,Nepheline syenite	9.30,Silica	13.90,Copper carbonate	2.60,Cobalt oxide	0.40,,,,,,
Sylvia Hyman 012-010,012 - 10,,Untested,Stoney,Oxidation,,Nepheline Sye	39.00,Soda ash	4.00,Lithium carbonate	4.00,Sodium bicarbonate	4.00,EPK	6.00,Ball clay	6.00,Flint	37.00,Copper carbonate	2.00,Bentonite	2.00,,,,,
Symon Clear Glaze,04 - 03,clear,,glossy,,,Lithium carbonate	3.90,Ferro frit 3124	77.00,Nepheline syenite	9.60,EPK	9.60,Bentonite	1.90,,,,,,,,,
test #1,04,,Untested,shiny glossy,Ox. or Red.,,Gerstley borate	38.40,Strontium carbonate	11.10,neph sy	39.40,Ball clay	7.10,Wollastonite	5.10,,,,,,,,,
Tile 1,02,base glaze,,,,,Ferro frit 3124	66.70,#6 Tile clay	12.50,Silica	12.50,Talc	4.20,Zinc oxide	4.20,Titanium dioxide	2.10,,,,,,,,
Tizzy,08 - 10,,Untested,shiny,Oxidation,,Flint	1139.00,White lead	3690.00,Custer feldspar	736.00,China clay	1033.00,Frit 3134	1402.00,,,,,,,,,
Toad Belly Tom Bartel,04-02,White,,Matt,Oxidation,Opaque,Borax	19.00,Gerstley borate	37.00,Magnesium carbonate	37.00,Silica	7.00,Zircopax Plus	15.00,,,,,,,,,
Toadskin Jeremy's,04,,Untested,Lichen,Oxidation,,Lithium carbonate	55.00,Tin oxide	40.00,Kentucky OM #4	5.00,,,,,,,,,,,
Toadskin Patricks,04,,Tested,Lichen,Oxidation,,Lithium carbonate	55.00,Tin oxide	40.00,Kentucky OM #4	5.00,,,,,,,,,,,
Turquoise Chun,04,Turquoise,Untested,Gloss,Oxidation,,Frit 3195	50.00,Frit 3124	40.00,EPK	10.00,Copper carbonate	0.50,Titanium dioxide	5.00,,,,,,,,,
