Glaze name,Cone,Color,Testing,Surface,Firing,Transparency,Recipe1,Recipe2,Recipe3,Recipe4,Recipe5,Recipe6,Recipe7,Recipe8,Recipe9,Recipe10,Recipe11,Recipe12,Recipe13,Recipe14
Black Patty's Metallic,6,blue-black,,Gloss,Ox. or Red.,Opaque,Kaolin	5.00,Custer feldspar	79.00,Whiting	5.00,Colemanite	11.00,Copper oxide	2.00,Copper carbonate	3.00,Manganese dioxide	4.00,Cobalt oxide	2.00,,,,,,
Black Reed's Glossy,6,Black,Untested,gloss,oxidation,Opaque,Gerstley borate	11.00,EPK	5.00,Custer feldspar	79.00,Whiting	5.00,Copper carbonate	4.00,Manganese dioxide	4.00,Cobalt oxide	2.00,,,,,,,
Black Reeds Glory,6,black,Untested,glossy,oxidation,Opaque,Gerstley borate	11.00,EPK	5.00,Custer feldspar	79.00,Whiting	5.00,Copper carbonate	4.00,Manganese dioxide	6.00,Cobalt oxide	2.00,Red iron oxide	1.00,,,,,,
Black Rob Wadley's Barnard,6,Black,Untested,,Oxidation,,Barnard clay	65.00,Feldspar	15.00,Whiting	10.00,Gerstley borate	10.00,,,,,,,,,,
Black Shiny,5 - 6,Black,,Gloss,Oxidation,Opaque,Potash feldspar	43.21,Kaolin	9.88,Silica	23.46,Whiting	11.11,Gerstley borate	12.35,Iron oxide	9.88,,,,,,,,
Black Silky Matt,5 - 6,Opaque Black,Untested,matte,Ox. or Red.,,Gerstley borate	7.51,Talc	5.42,Dolomite	3.34,Kona F-4 feldspar	16.69,Neph Sye	32.93,Whiting	7.12,Zinc oxide	6.45,EPK	12.57,Flint	7.96,Cobalt oxide	0.11,Copper oxide	0.33,Red iron oxide	0.33,Bentonite	0.11,
Black Silky Matt no GB,5 - 6,Opaque Black,Untested,matte,Ox. or Red.,,Magnesium carbonate	5.40,Whiting	7.90,Zinc oxide	6.00,Nepheline syenite	40.80,Kaolin	16.80,Silica	9.60,Frit 3134	13.60,Cobalt oxide	0.09,Copper oxide	0.30,Red iron oxide	0.30,Bentonite	0.09,,,
Black Slip Glaze,2 - 5,black,Untested,,Ox. or Red.,,Barnard clay	36.40,Frit 5301	54.50,Zinc oxide	9.10,Bentonite	2.70,,,,,,,,,,
Black Tenmoku,6,jet black,Untested,semi matt,Oxidation,,Cornwall Stone	375.00,Kaolin	50.00,Whiting	50.00,Gerstley borate	25.00,Red iron oxide	45.00,,,,,,,,,
Engobe Black Vitreous,6,black,Untested,Unglazed,Ox. or Red.,Opaque,Kaolin	16.70,Calcined kaolin	38.90,Talc theoretical	5.60,Nepheline syenite	16.70,Silica	16.70,Borax	5.60,Zircopax	11.10,Red iron oxide	16.70,Manganese dioxide	16.70,Chrome oxide	16.70,,,,
Black With Gold,6,Opaque Black with metallic gold,Untested,satin matt,oxidation,,Kentucky ball clay	7.00,Redart	86.00,Silica	7.00,Copper carbonate	8.80,Cobalt carbonate	7.00,Manganese dioxide	64.00,,,,,,,,
Blue Barium Jamie's,6,Turquoise,,Matt,Oxidation,Opaque,Nepheline syenite	65.00,Barium carbonate	35.00,EPK	1.00,Copper carbonate	2.00,Bentonite	1.00,,,,,,,,,
Blue Celadon,6,Blue celadon,,,,,Volcanic ash	48.70,Wollastonite	12.17,Ball clay	10.43,Gerstley borate	8.70,Silica	6.96,Alberta slip	13.04,Cobalt carbonate	0.22,,,,,,,
Blue Cindy's,6,deep blue,Untested,,oxidation,,Nepheline syenite	20.00,Whiting	20.00,EPK	20.00,Silica	20.00,Ferro Frit 3124	20.00,Bentonite	2.00,Cobalt carbonate	5.00,,,,,,,
Blue Dark Specks,6,Blue,,Gloss,Oxidation,Transparent,Silica	35.00,EPK	16.00,Gerstley borate	50.00,Cobalt oxide	1.00,,,,,,,,,,
Blue Deep Shiny,6,deep blue,Untested,shiny glossy,oxidation,,Custer feldspar	42.31,EPK	1.92,Colemanite	19.23,Whiting	3.85,Barium Carb	4.81,Flint	24.04,Lithium Carb	3.85,Copper Carb	5.77,Cobalt oxide	0.87,,,,,
Blue Deep Shiny,6,Blue,Untested,,Oxidation,,Custer feldspar	44.00,EPK	2.00,Gerstley borate	20.00,Whiting	4.00,Barium carbonate	5.00,Flint	25.00,Copper carbonate	6.00,Cobalt carbonate	9.00,Lithium carbonate	4.00,,,,,
Blue Deep Shiny-Valerie's,6,Blue,Tested,Gloss,Oxidation,Opaque,Custer feldspar	22.00,Gerstley borate	10.00,Whiting	2.00,Barium carbonate	2.50,Flint	16.30,Frit 3124	8.00,Nepheline syenite	11.80,Dolomite	4.10,Wollastonite	12.30,EPK	11.00,Copper carbonate	4.00,Cobalt carbonate	4.80,Lithium carbonate	2.00,
Blue Deep Shiny-Valerie's-no gb,6,Blue,Tested,Gloss,Oxidation,Opaque,Custer feldspar	21.90,EPK	11.50,Lithium carbonate	3.90,Whiting	2.30,Strontium carbonate	3.60,Silica	23.90,Frit 3134	32.80,Copper carbonate	5.80,Cobalt carbonate	8.80,,,,,
Blue Emily's,6,,Untested,?,reduction,,Custer feldspar	36.56,Gerstley borate	19.35,OM-4 Ball Clay	11.83,Talc	15.05,Silica	10.75,Dolomite	6.45,Zircopax	4.30,Cobalt carbonate	3.23,,,,,,
Blue Green,6,,,gloss,,,Gerstley borate	30.00,Silica	30.00,Dolomite	20.00,EPK	20.00,Chrome oxide	2.50,Cobalt oxide	0.30,,,,,,,,
Blue Green IE 30 O Matt,6,blue green?,Untested,Dry matte,Oxidation,Opaque,Strontium carbonate	27.50,Nepheline syenite	59.20,Ball clay	4.10,Titanium dioxide	3.60,Cobalt carbonate	0.50,,,,,,,,,
Blue Green Slip glaze,2 - 5,blue green,Untested,,Ox. or Red.,,Albany slip	60.00,Frit 5301	40.00,Copper carbonate	3.00,Rutile	4.00,,,,,,,,,,
Blue Julie's Water,5,Turquoise,Untested,Gloss,Oxidation,Transparent,Frit 3110	3.00,Nepheline syenite	18.00,Whiting	2.00,Strontium carbonate	25.00,EPK	14.00,Flint	38.00,Copper carbonate	3.00,,,,,,,
Blue matt,6,blue,,matte,,,Volcanic ash	55.00,Whiting	25.00,Barium carbonate	10.00,Kentucky OM #4	10.00,Cobalt oxide	0.50,,,,,,,,,
Blue matt,6,blue,,matte,,,Volcanic ash	55.00,Whiting	25.00,Barium carbonate	10.00,Kentucky OM #4	10.00,Cobalt oxide	0.50,,,,,,,,,
Blue Midnight,5 - 8,Blue,Untested,Gloss,Ox. or Red.,Opaque,Feldspar	44.00,Whiting	17.00,Ball clay	8.00,China clay	9.00,Silica	22.00,,,,,,,,,
Blue Opal,5-7,Blue,,Gloss,Oxidation,Opaque,Strontium carbonate	4.00,Gerstley borate	20.80,Whiting	1.50,Custer feldspar	44.30,EPK	2.10,Flint	24.90,Zinc oxide	3.30,Tin oxide	7.10,Rutile	3.10,Cobalt carbonate	2.60,,,,
Blue Pale Rutile,6,pale blue,,,oxidation,,Gerstley borate	8.50,Magnesium carbonate	1.90,Whiting	15.30,Wood ash	14.50,Nepheline syenite	15.60,Kaolin	10.90,Flint	33.40,Rutile	1.70,,,,,,
Blue Slip glaze,2 - 5,blue,Untested,,Ox. or Red.,,Albany slip	60.00,Frit 5301	40.00,Cobalt carbonate	3.00,,,,,,,,,,,
Blue Spot Glaze,5,tan with blue spots,,Gloss,Oxidation,Opaque,Gerstley borate	20.50,Sodium bicarbonate	18.00,Zinc oxide	19.00,Kaolin	8.00,Flint	34.50,Nickel carbonate	2.00,,,,,,,,
Blue Spruce,6,blue-green,,semi-gloss to gloss,,,Whiting	18.18,Ferro frit 3124	22.73,Nepheline syenite	22.73,Kaolin	13.64,Flint	13.64,Zircopax (or Ultrox)	9.09,Copper carbonate	1.82,Cobalt carbonate	1.82,Rutile	4.55,,,,,
Blue St. Helens,6,blue,,Satin matt,Oxidation,Opaque,Custer spar	39.60,Flint	5.40,Whiting	14.10,EPK	11.60,Zinc oxide	8.20,Dolomite	0.40,Colemanite	0.90,Volcanic ash - Mt. St. Helens	19.90,Cobalt oxide	0.10,,,,,
Blue Tamaras,6,blue,Untested,?,oxidation,,Custer feldspar	39.00,Silica	9.00,EPK	7.00,Whiting	17.00,Zinc oxide	8.00,Mount St. Helens Volcanic Ash	20.00,Cobalt oxide	1.50,,,,,,,
Blue Yellow slip glaze,2 - 5,"blue, yellow streaks?",Untested,,Ox. or Red.,,Albany slip	60.00,Frit 5301	40.00,Cobalt carbonate	3.00,Manganese dioxide	2.00,,,,,,,,,,
blue-grey speckled Gloss,6 - 8,speckled blue-grey,Untested,Gloss,Oxidation,,Albany slip	47.37,Potash feldspar	28.42,Flint	9.47,Zinc oxide	9.47,Whiting	5.26,Rutile	5.26,,,,,,,,
Bob Wicks Base,6,see comments,Untested,?,oxidation,,Nepheline syenite	47.00,Colemanite	27.00,EPK	6.00,Silica	20.00,,,,,,,,,,
BQ Matt,6,,Untested,matt,oxidation,,Dolomite	10.87,Wollastonite	18.12,Nepheline syenite	36.23,EPK	18.12,Gerstley borate	16.67,,,,,,,,,
Bright Pink,6,mauve,,Semi matt,,,Nepheline syenite	43.33,Whiting	20.00,Lithium carbonate	16.67,Barium carbonate	5.00,Gerstley borate	8.33,Silica	6.67,Tin oxide	8.33,Chrome oxide	0.42,,,,,,
Brilliant Matt Purple,6,purple,,matt,,,Nepheline syenite	20.43,Silica	10.75,Barium carbonate	43.01,Lithium carbonate	5.38,Kaolin	20.43,Copper carbonate	7.53,,,,,,,,
Brilliant Matt Turquoise,6,turquoise,,matt,,,Nepheline syenite	57.29,Silica	7.29,Barium carbonate	27.08,Lithium carbonate	2.08,Kaolin	6.25,Copper carbonate	4.17,,,,,,,,
Broken gloss/matt broken dark browns,5,dark brown,,gloss to matt,,,Barnard slip	60.00,Whiting	20.00,Gerstley borate	20.00,,,,,,,,,,,
Bronze cone 2-6,2-6,bronze metallic,,Waxy,Oxidation,Opaque,Manganese dioxide	60.00,Copper oxide	10.00,Redart	20.00,EPK	10.00,,,,,,,,,,
Bronze Metallic Gold Luster,6,bronze metallic,,Satin matt,Oxidation,Opaque,China clay	100.00,Cobalt oxide	33.00,Copper oxide	33.00,Manganese dioxide	266.00,,,,,,,,,,
Bronze Ogden,6,bronze metallic,,Matt,Oxidation,Opaque,Red clay	66.67,China clay	33.33,Manganese dioxide	200.00,Black copper oxide	33.33,,,,,,,,,,
Bronze Sandy,6,Bronze metallic,Untested,Semi-gloss,Oxidation,Opaque,Ball clay	100.00,Manganese dioxide	400.00,Copper carbonate	100.00,,,,,,,,,,,
BROWN BUTTER,6,dark brown w/ black flecks,,waxy,,,Volcanic ash	44.79,Spodumene	19.47,Dolomite	9.74,Talc	9.74,Ball clay	9.74,Borax	3.89,Iron chromate	2.63,Rutile	2.63,Ilmenite	2.63,,,,,
Brown Matt,6,brown,Untested,Matt,oxidation,Opaque,Whiting	18.35,Custer feldspar	51.38,EPK	16.51,Flint	5.50,Zinc oxide	8.26,Rutile	6.42,Red iron oxide	2.13,Nickel oxide	3.19,,,,,,
Brown Persimmon,6,deep brown,Untested,Semi-gloss,reduction,Opaque,Silica	37.63,Nepheline syenite	21.51,Whiting	16.13,EPK	13.98,Gerstley borate	10.75,Red iron oxide	16.13,,,,,,,,
Brown Pleasant,6,brown,Untested,Gloss,oxidation,,Alberta slip	62.50,Gerstley borate	20.83,Potash feldspar	8.33,EPK	8.33,Tin oxide	3.33,,,,,,,,,
brown Rowe,6,brown,Untested,semi-gloss,oxidation,,Colemanite	50.00,EPK	20.00,Flint	30.00,Manganese dioxide	5.00,Red iron oxide	10.00,,,,,,,,,
Bullfrog Green,5,green,,stoney matte,oxidation,,Custer feldspar	47.00,Whiting	7.50,Barium carbonate	10.50,Zinc oxide	6.00,Kentucky OM #4	5.00,EPK	5.00,Flint	19.00,Copper carbonate	4.00,,,,,,
Burgundy,6,,,,,,Kona F-4 feldspar	53.00,Silica	20.00,Whiting	15.00,Barium carbonate	6.00,EPK	6.00,Mason Deep Crimson Stain	10.00,,,,,,,,
Burgundy Ozona,6,deep brick red,,stony slip or engobe,,,A.P. Green fireclay	80.00,GoldArt	20.00,Chrome oxide	1.00,Iron oxide	2.00,,,,,,,,,,
Bush Fake Ash,6,tan?,,"runny, rivulet",,,Barnard clay	20.00,Ball clay	26.00,Wollastonite	30.00,Gerstley borate	24.00,Rutile	1.00,,,,,,,,,
Butterscotch,2 - 5,butterscotch yellow,Untested,satin matte?,Ox. or Red.,,Nepheline syenite	80.00,Whiting	15.00,Barium carbonate	12.00,Zinc oxide	12.00,Kaolin	10.00,Ball clay	8.00,Silica	36.00,Rutile	10.40,Ochre	5.20,,,,,
BUTTERSCOTCH GLOSSY,6,orangey tinted clear,,glossy shiny,,,Custer feldspar	29.47,Nepheline syenite	20.00,Flint	20.00,Gerstley borate	17.89,Zinc oxide	5.26,Whiting	4.21,Lithium carbonate	3.16,Manganese dioxide	3.16,Red iron oxide	2.11,Zircopax	4.21,,,,
C. Gareri Base,4 - 8,,,,,,Nepheline syenite	34.13,EPK	1.80,Gerstley borate	16.32,Silica	31.83,Whiting	3.90,Zinc oxide	6.11,Barium carbonate	5.91,Bentonite	2.00,,,,,,
Calcium Alumina Transparent Matte,5 - 6,translucent clear,Untested,transparent semi-matte,Ox. or Red.,,Wollastonite	30.00,Ferro Frit 3134	21.50,Kaolin	25.50,Calcined kaolin	19.00,Silica	4.00,,,,,,,,,
CDG Base 1 Peach,4,,Untested,,Oxidation,Opaque,Strontium carbonate	5.18,Whiting	9.60,Zinc oxide	10.41,Custer feldspar	73.08,Copper carbonate	0.99,Rutile	6.02,,,,,,,,
Celadon,6,translucent green,,Gloss,Reduction,,Colemanite	61.22,EPK	8.16,Whiting	2.04,Silica	28.57,Red iron oxide	2.04,Bentonite	2.04,,,,,,,,
Celadon 974 Kawai,6 - 8,Green,Untested,Gloss,reduction,Translucent,Potash feldspar	62.24,Whiting	7.61,China clay	4.97,Silica	25.18,Black iron oxide	1.52,,,,,,,,,
Celadon 974 Kawai,6 - 8,Green,,shiny glossy,Reduction,Translucent,Potash feldspar	62.24,Whiting	7.61,China clay	4.97,Silica	25.18,Black iron oxide	1.52,,,,,,,,,
Celadon Blue,6,celadon Blue,Untested,Gloss,reduction,Transparent,Volcanic ash	48.70,Wollastonite	12.17,Ball clay	10.43,Gerstley borate	8.70,Silica	6.96,Alberta slip	13.04,Cobalt carbonate	0.22,,,,,,,
Celadon Faux,6,Green,Untested,Gloss,oxidation,Transparent,Soda feldspar	50.00,Wollastonite	20.00,China clay	10.00,Silica	10.00,Gerstley borate	10.00,Copper carbonate	0.50,Black Stain	0.20,,,,,,,
Celadon Faux,6,Green,,Gloss,Oxidation,Transparent,Soda feldspar	50.00,Wollastonite	20.00,China clay	10.00,Silica	10.00,Gerstley borate	10.00,Copper carbonate	0.50,Black Stain	0.20,,,,,,,
Celadon Glossy,6,Green,,Gloss,Reduction,Translucent,Colemanite	61.22,EPK	8.16,Whiting	2.04,Silica	28.57,Red iron oxide	2.04,Bentonite	2.04,,,,,,,,
Celadon Kawaii Revised,5 - 6,Blue,Untested,Satin,Reduction,Transparent,Nepheline Sye	4357.00,Whiting	792.00,EPK	475.00,Flint	1822.00,Talc	554.00,,,,,,,,,
Celadon to Teal,6,,,,,,Gerstley borate	21.00,Wollastonite	8.00,Nepheline syenite	30.00,Kaolin	10.00,Silica	31.00,,,,,,,,,
Celedon Satin,6,,Untested,,Oxidation,,Custer feldspar	46.30,Flint	19.70,EPK	2.40,Whiting	8.20,Gerstley borate	13.60,Zinc oxide	3.90,Dolomite	5.90,,,,,,,
Chappel Boron Lithium,6,green,,glassy,,,Spodumene	51.00,Gerstley borate	26.00,Silica	23.00,Copper carbonate	5.00,Red iron oxide	0.50,Bentonite	1.00,,,,,,,,
Charcoal,5 - 6,greenish charcoal gray,Untested,matte,oxidation,,Lithium carbonate	1.00,Strontium carbonate	20.00,Nepheline syenite	60.00,OM-4 Ball Clay	10.00,"Flint,325 mesh	9.00",Manganese dioxide	2.00,Copper carbonate	5.00,,,,,,,
Chartreuse Elyse's Matt,6,Chartreuse,,Matt,Oxidation,Semi-opaque,Gerstley borate	3.00,Magnesium carb	3.00,Whiting	22.00,Nepheline syenite	23.00,Kaolin	20.00,Flint	29.00,,,,,,,,
Chartreuse Matt Elyse's,6,Chartreuse,,Waxy,Oxidation,Opaque,Gerstley borate	3.00,Magnesium carbonate	3.00,Whiting	22.00,Nepheline syenite	23.00,Kaolin	20.00,Flint	29.00,,,,,,,,
Chartreuse Matt Elyse's no GB,6,chartreuse,,Waxy,Oxidation,Opaque,Dolomite	6.63,Whiting	19.13,Nepheline syenite	23.01,Kaolin - theoretical	16.74,Silica	28.78,Frit 3195	5.71,,,,,,,,
Chartreuse Matt Elyse's no GB,6,Chartreuse,,Waxy,Oxidation,Opaque,Talc	5.00,Whiting	21.00,Custer feldspar	28.00,Kaolin - theoretical	18.00,Silica	18.00,Frit 3124	10.00,Bone ash	0.10,Rutile	0.08,Iron oxide	0.10,,,,,
Chocolate Super-Hiway,6 - 8,brown,,textured (w/added clay),oxidation,,Custer feldspar	50.72,Gerstley borate	24.64,Barium carbonate	17.39,Zinc oxide	7.25,,,,,,,,,,
Cindy's Blue,6,deep blue,,,,,Nepheline syenite	20.00,Whiting	20.00,EPK	20.00,Silica	20.00,Ferro frit 3124	20.00,Bentonite	2.00,Cobalt carbonate	5.00,,,,,,,
Clay Black VC,5-6,Black,,Unglazed,Ox. or Red.,,Ocmulgee	50.00,Pine Lake	15.00,GoldArt	15.00,Ball clay	10.00,Barnard clay	10.00,Grog	6.00,Red iron oxide	3.00,,,,,,,
Clay Casting Slip,6,Tan,,unglazed,Ox. or Red.,Opaque,Custer feldspar	4000.00,GoldArt	3000.00,Redart	1000.00,Kaolin	5800.00,Ball clay	3000.00,Flint	3200.00,Darvan 7	140.00,,,,,,,
Clay casting Wally's wonderslip,5-9,White,,,Ox. or Red.,,GoldArt	21.00,Tennessee ball clay	10.00,EPK	12.00,Custer feldspar	26.00,Whiting	1.00,Flint	30.00,,,,,,,,
Clay Casting White Rozman,2-4,White,,,Oxidation,Opaque,Talc	5.00,Nepheline syenite	30.00,EPK	23.00,Kentucky OM #4	22.00,Flint	20.00,Barium carbonate	0.03,Soda ash	0.03,Sodium silicate	0.25,,,,,,
Clay Don's Porcellaneous,5-7,White,,,Ox. or Red.,,Tennessee ball clay	22.00,Tile 6 clay	10.00,EPK	10.00,Nepheline syenite	33.00,G-200 feldspar	9.00,Silica	9.00,,,,,,,,
clay Pinnell porcelain,6,White,,,Ox. or Red.,,Tennessee ball clay	25.00,Tile 6 clay	25.00,Silica	25.00,Custer feldspar	25.00,Bentonite	1.00,,,,,,,,,
Clay Red Rozman Throwing,2-4,Red,,Unglazed,Oxidation,Opaque,Wollastonite	3.00,Nepheline syenite	14.00,Ball clay	25.00,GoldArt	25.00,Redart	25.00,Flint	8.00,,,,,,,,
clay VC Off-White dense stoneware,6,White,,,Ox. or Red.,,Tile 6 clay	20.00,EPK	15.00,Kentucky OM #4	20.00,GoldArt	25.00,Nepheline syenite	10.00,Flint	10.00,Bentonite	2.00,,,,,,,
Clay VC Orange-Brown Throwing,5-6,Brown-orange,,Lichen,Ox. or Red.,Opaque,GoldArt	30.00,Pine Lake	30.00,Ocmulgee	40.00,,,,,,,,,,,
Clay Warm Brown RISD 96,6,brown,,unglazed,Oxidation,Opaque,Ocmulgee	15.00,GoldArt	14.00,Redart	14.00,XX Sagger	13.00,Flint	12.00,Kentucky OM #4	11.00,Custer feldspar	11.00,Tile 6 clay	10.00,Bentonite	3.00,,,,,
Clay White Casting c6,5-6,White,,,Oxidation,,Nepheline syenite	12.50,Custer feldspar	25.00,Flint	17.50,EPK	20.00,Kentucky OM #4	25.00,,,,,,,,,
Clay White Plastic VC,5-6,White,,Unglazed,Ox. or Red.,Opaque,Tile 6 clay	20.00,EPK	10.00,XX Sagger	20.00,Kentucky ball clay	10.00,Kona F-4 feldspar	20.00,Flint	20.00,Bentonite	2.00,Macaloid	1.00,,,,,,
Clay White Throwing,5-6,White,,Unglazed,Reduction,Opaque,Grolleg	50.00,Kona F-4 feldspar	25.00,Pyrax	13.00,Flint	12.00,Bentonite	2.00,Macaloid	2.00,,,,,,,,
Clay: Revised Steve's White,5-6,White,,Unglazed,Ox. or Red.,Opaque,EPK	20.00,Tile 6 clay	20.00,GoldArt	14.00,XX Sagger	10.00,A.P. Green	10.00,Custer feldspar	14.00,Talc	3.00,Flint	10.00,Bentonite	3.00,,,,,
Clear,6,"clear in oxidation, greyish in",,gloss,,,Silica	31.00,Nepheline syenite	30.00,Gerstley borate	21.00,EPK	10.00,Wollastonite	8.00,,,,,,,,,
Clear,4 - 8,,Untested,,Ox. or Red.,,Gerstley borate	21.00,Wollastonite	8.00,Nepheline syenite	30.00,Kaolin	10.00,Silica	31.00,,,,,,,,,
Clear,6,"clear in oxidation, greyish in",Untested,gloss,reduction,,Silica	31.00,Nepheline syenite	30.00,Gerstley borate	21.00,EPK	10.00,Wollastonite	8.00,,,,,,,,,
Clear (Huddleston),5 - 6,transparent clear,Untested,"glossy, shiny",oxidation,,Ferro Frit 3134	50.00,EPK	30.00,Silica	20.00,,,,,,,,,,,
Clear (Ian Begg),5 - 6,,,"glossy, shiny",,,Flint	26.00,Kona F-4 spar	32.00,Wollastonite	6.00,Kentucky OM #4	10.00,Pemco frit P-54	16.00,Whiting	10.00,,,,,,,,
Clear 184 Gloss Bowes,5,Transparent Clear,Untested,Glossy or shiny,Oxidation,,F-4 feldspar	45.50,Flint	20.00,Gerstley borate	13.30,Whiting	8.30,Dolomite	6.40,Zinc oxide	4.00,EPK	2.50,,,,,,,
Clear 184 Gloss Bowes NO GB,5,Transparent Clear,Untested,Glossy or shiny,Oxidation,,Custer feldspar	28.20,Silica	15.10,Dolomite	8.30,Whiting	5.50,Zinc oxide	3.90,Tile 6 clay	13.00,Frit 3134	25.90,,,,,,,
Clear 184 Gloss Bowes NO GB No Crazing,5,Transparent Clear,Untested,Glossy or shiny,Oxidation,,Custer feldspar	39.00,Dolomite	12.00,Whiting	8.00,Zinc oxide	5.00,Frit 3134	36.00,Flint	3.00,Lithium carbonate	1.00,,,,,,,
clear 3 part,5 - 6,Clear,,glossy,oxidation,Transparent,Gerstley borate	50.00,EPK	15.00,Flint	35.00,,,,,,,,,,,
Clear 5-6,5 - 6,Clear,Untested,Gloss,Ox. or Red.,Transparent,F-4 spar	40.00,Gerstley borate	30.00,Ball clay	20.00,Silica	10.00,,,,,,,,,,
clear absolutely,6,"clear, transparent",,glossy,oxidation,,Custer feldspar	40.00,Gerstley borate	30.00,Kentucky OM #4	20.00,Flint	10.00,,,,,,,,,,
Clear Base,6,Transparent Clear,,shiny glossy,,,Gerstley borate	20.00,Wollastonite	10.00,Nepheline syenite	30.00,EPK	10.00,Silica (325m)	30.00,,,,,,,,,
Clear Base (Cone 5-10),5 - 10,clear transparent,,glossy,Oxidation,Transparent,Gerstley borate	50.00,Kaolin	17.50,Flint	32.50,,,,,,,,,,,
Clear Base Bob Wicks,6,Clear,Untested,Gloss,oxidation,,Nepheline syenite	47.00,Colemanite	27.00,EPK	6.00,Silica	20.00,,,,,,,,,,
Clear Buttery Grandey,6,Clear,,Waxy,Oxidation,Transparent,F-4 spar	50.00,Dolomite	15.50,Magnesium carb	6.80,EPK	15.00,Flint	9.30,Frit 3124	3.50,Tin oxide	3.50,,,,,,,
Clear Dinah's,5,Clear,Untested,gloss,Ox. or Red.,Transparent,Ferro frit 3292	39.90,Frit 3124	39.90,Kentucky OM #4	9.98,Silica	9.98,Magnesium carbonate	0.25,Epsom salts	0.50,,,,,,,,
Clear Dinah's  Transparent,5,Clear,,gloss,Oxidation,Transparent,Ferro frit 3292	39.90,Ferro frit 3124	39.90,Kentucky OM #4	10.00,Silica (325m)	10.00,Magnesium carbonate	0.30,CMC	0.30,Epsom salts	0.50,,,,,,,
Clear Glaze,5 - 6,Clear,,Gloss,Oxidation,Transparent,Minspar Soda Feldspar	40.00,Gerstley borate	30.00,Ball clay	20.00,Silica	10.00,,,,,,,,,,
Clear Glaze,5 - 6,Clear,,Gloss,Oxidation,Transparent,Minspar Soda Feldspar	40.00,Gerstley borate	30.00,Ball clay	20.00,Silica	10.00,,,,,,,,,,
Clear Glaze 5-6,5 - 6,clear transparent,,"glossy, shiny",,Transparent,Minspar Soda Feldspar	40.00,Gerstley borate	30.00,Ball clay	20.00,Silica	10.00,,,,,,,,,,
Clear Glaze 5-6 recalc,5 - 6,clear transparent,,"glossy, shiny",,Transparent,Dolomite	4.70,Whiting	2.00,Silica	2.70,Kona F-4 feldspar	33.60,Frit 3195	56.90,Bentonite	2.00,,,,,,,,
Clear Gloss,5-7,Clear,,Gloss,Oxidation,Transparent,Gerstley borate	50.00,Flint	32.50,EPK	17.50,,,,,,,,,,,
Clear Gronborg,5,clear transparent,Untested,gloss,Ox. or Red.,Transparent,Custer feldspar	39.00,Gerstley borate	20.00,Zinc oxide	3.00,Barium carbonate	6.00,Whiting	2.00,EPK	8.00,Silica	22.00,,,,,,,
Clear Gronborg,5,Clear,,gloss,,Transparent,Custer feldspar	39.00,Gerstley borate	20.00,Zinc oxide	3.00,Barium carbonate	6.00,Whiting	2.00,EPK	8.00,Silica	22.00,,,,,,,
Clear GTB,6,Clear,Untested,,Ox. or Red.,Transparent,Nepheline syenite	39.00,Gerstley borate	27.00,Silica	18.00,Whiting	8.00,EPK	8.00,,,,,,,,,
Clear Katherine's 6,6,Clear,,Gloss,Oxidation,Transparent,Nepheline syenite	30.00,Wollastonite	8.00,Gerstley borate	21.00,EPK	10.00,Strontium carbonate	15.00,Flint	41.00,,,,,,,,
Clear Kitten's,5-6,Clear,,Gloss,Oxidation,Transparent,Nepheline syenite	24.00,Wollastonite	6.40,Gerstley borate	16.80,EPK	8.00,Flint	32.80,Strontium carbonate	12.00,,,,,,,,
Clear kitten's,6,Clear,Untested,Gloss,Oxidation,Transparent,Kona F-4 feldspar	10.01,Dolomite	2.40,Whiting	0.40,Strontium carbonate	11.70,EPK	18.10,Silica	25.00,Frit 3134	32.20,,,,,,,
Clear Kitten's No GB,5-6,Clear,,Gloss,Oxidation,Transparent,Kona F-4 feldspar	10.10,Dolomite	2.40,Whiting	0.40,Strontium carbonate	11.70,EPK	18.10,Silica	25.00,Frit 3134	32.20,,,,,,,
Clear Kitten's Sally's,6,Clear,,Gloss,Oxidation,Transparent,Nepheline syenite	26.00,Wollastonite	7.00,Gerstley borate	18.00,EPK	9.00,Flint	27.00,Strontium carbonate	13.00,,,,,,,,
Clear Kona Gloss,6,Clear,,Gloss,Reduction,Transparent,Kona F-4 feldspar	30.00,Gerstley borate	24.00,Wollastonite	15.00,EPK	8.00,Silica	23.00,,,,,,,,,
Clear Les Lawrence,6,clear,Untested,,oxidation,Transparent,Gerstley borate	44.64,EPK	26.79,Silica	28.57,,,,,,,,,,,
Clear Les Lawrence,6,clear,,,Oxidation,Transparent,Gerstley borate	44.64,EPK	26.79,Silica	28.57,,,,,,,,,,,
Clear Parker Gloss 5,5,Clear,Untested,gloss,Ox. or Red.,Transparent,Custer feldspar	43.00,Gerstley borate	20.00,Whiting	2.00,Zinc oxide	3.00,Barium carbonate	6.00,EPK	2.00,Silica	24.00,,,,,,,
Clear Patti's Crystal,5 - 7,Clear,,Gloss,,Transparent,Gerstley borate	21.00,Whiting	8.00,Nepheline syenite	30.00,Kaolin	10.00,Flint	31.00,,,,,,,,,
Clear Patti's Crystal 5-7,5 - 7,Clear,Untested,glossy shiny,Ox. or Red.,Transparent,Gerstley borate	21.00,Whiting	8.00,Nepheline syenite	30.00,Kaolin	10.00,Flint	31.00,,,,,,,,,
